App,Shortcut,Name,Tags,Pinned,description,subcategory
macOS,Fn + Option + F16,Show Notification Center (Alt),system notifications,0,Alternative Notification Center shortcut,
macOS,Fn + Option + F17,Turn Do Not Disturb On/Off (Alt),system notifications,0,Alternative Do Not Disturb shortcut,
macOS,Fn + Shift + Left Arrow,Open Mission Control View,system window-management,0,Open Mission Control view,
macOS,Fn + Shift + Right Arrow,Show All Application Windows,system window-management,0,Show all windows for current app,
macOS,Control + Tab,Change Tab Focus,system navigation accessibility,0,Change how Tab key moves focus,
macOS,Fn + F5,Open Launchpad (F5),system dock navigation,0,Open Launchpad,
macOS,Ctrl + Cmd + K,Send to Keka,compression archiving,0,Send files to Keka for compression,
macOS,Ctrl + Cmd + X,Extract using Keka,compression archiving extraction,0,Extract archives using Keka,
macOS,Ctrl + Cmd + C,Compress using Keka,compression archiving,0,Compress files using Keka,
macOS,Shift + Ctrl + Option + C,Convert to Traditional Chinese,text chinese localization,0,Convert simplified to traditional Chinese text,
macOS,Shift + Ctrl + Option + Tilde + C,Convert to Simplified Chinese,text chinese localization,0,Convert traditional to simplified Chinese text,
Xcode-beta,⌘B,Build,build compile ios macos swift,0,Build current project,
Xcode-beta,⌘R,Run,run debug ios macos swift,0,Run current project,
Xcode-beta,⌘U,Test,test unit-testing ios macos swift,0,Run unit tests,
Xcode-beta,⌘.,Stop,stop build run ios macos swift,0,Stop current build/run,
Xcode-beta,⌘⇧K,Clean Build Folder,clean build ios macos swift,0,Clean build folder,
Xcode-beta,⌘⇧R,Build and Run without Debugging,run build ios macos swift,0,Build and run without debugging,
Xcode-beta,⌘I,Profile,profile performance debug ios macos swift,0,Profile app with Instruments,
Xcode-beta,⌘⇧B,Archive,archive distribution ios macos swift,0,Archive for distribution,
Xcode-beta,⌘⇧O,Quick Open File,navigation file-management productivity ios macos swift,0,Quickly open file by name,
Xcode-beta,⌘⌃J,Jump to Definition,navigation code-navigation ios macos swift,0,Jump to definition of symbol,
Xcode-beta,⌘3,Show Find Navigator,navigation search ios macos swift,0,Show find navigator,
Xcode-beta,⌘4,Show Issue Navigator,debugging error-handling ios macos swift,0,Show issue navigator,
Xcode-beta,⌘6,Show Debug Navigator,debugging runtime ios macos swift,0,Show debug navigator,
Xcode-beta,⌘7,Show Breakpoint Navigator,debugging breakpoints ios macos swift,0,Show breakpoint navigator,
Xcode-beta,⌘9,Show Report Navigator,build logs ios macos swift,0,Show report navigator,
Xcode-beta,⌘⇧Y,Toggle Debug Area Visibility,debugging workspace ios macos swift,0,Toggle debug area visibility,
Xcode-beta,⌘0,Toggle Navigator Area,workspace layout ios macos swift,0,Toggle navigator area,
Xcode-beta,⌘⌥0,Toggle Inspector Area,workspace layout ios macos swift,0,Toggle inspector area,
Xcode-beta,⌘/,Toggle Line Comments,editing code-formatting ios macos swift,0,Toggle line comments,
Xcode-beta,⌘],Indent Lines,editing code-formatting ios macos swift,0,Indent selected lines,
Xcode-beta,⌘[,Outdent Lines,editing code-formatting ios macos swift,0,Outdent selected lines,
Xcode-beta,⌃Space,Show Code Completions,editing autocomplete ios macos swift,0,Show code completions,
Xcode-beta,⌘⇧F,Find in Project,search global-search ios macos swift,0,Find in project,
Xcode-beta,⌘⌥⇧F,Replace in Project,search global-replace ios macos swift,0,Replace in project,
Xcode-beta,⌘N,New File,file-management project-management ios macos swift,0,Create new file,
Xcode-beta,⌘⇧N,New Project,project-management ios macos swift,0,Create new project,
Xcode-beta,⌘⇧0,Show Documentation Window,documentation reference ios macos swift,0,Show documentation window,
Xcode-beta,⌘L,Jump to Line,navigation goto ios macos swift,0,Jump to specific line number,
Xcode-beta,⌘\,Add/Remove Breakpoint,debugging breakpoints ios macos swift,0,Add/remove breakpoint,
Xcode-beta,⌘⌃Y,Continue Execution,debugging runtime ios macos swift,0,Continue execution,
GitHub Desktop,⌘T,Repository Browser,git repository-management version-control,0,Browse repositories,
GitHub Desktop,⌘⇧O,Clone Repository,git clone version-control,0,Clone a repository,
GitHub Desktop,⌘⇧N,Create Branch,git branching version-control,0,Create new branch,
GitHub Desktop,⌘B,Switch Branch,git branching version-control,0,Switch between branches,
GitHub Desktop,⌘⇧P,Pull Changes,git sync version-control,0,Pull changes from remote,
GitHub Desktop,⌘P,Push Changes,git sync version-control,0,Push changes to remote,
GitHub Desktop,⌘Return,Commit Staged Changes,git commit version-control,0,Commit staged changes,
GitHub Desktop,⌘D,Show Changes Diff,git diff version-control,0,Show diff of changes,
GitHub Desktop,⌘⌥Z,Discard Changes,git undo version-control,0,Discard selected changes,
GitHub Desktop,⌘H,Show Commit History,git history version-control,0,Show commit history,
GitHub Desktop,⌘⇧G,View Repository on GitHub,git web version-control,0,Open repository on GitHub.com,
GitHub Desktop,⌘⇧A,Show in Finder,file-management git version-control,0,Show repository in Finder,
CotEditor,⌘N,New Document,file-management text-editing,0,Create new document,
CotEditor,⌘O,Open Document,file-management text-editing,0,Open existing document,
CotEditor,⌘S,Save Document,file-management text-editing,0,Save current document,
CotEditor,⌘F,Find Text,search text-editing,0,Find text in document,
CotEditor,⌘⌥F,Find and Replace Text,search text-editing replace,0,Find and replace text,
CotEditor,⌘L,Toggle Line Numbers,text-editing line-numbers display,0,Toggle line numbers,
CotEditor,⌘⇧S,Change Syntax Highlighting,text-editing syntax highlighting,0,Change syntax highlighting,
CotEditor,⌘],Increase Indentation,text-editing indentation code,0,Increase line indentation,
CotEditor,⌘[,Decrease Indentation,text-editing indentation code,0,Decrease line indentation,
CotEditor,⌘G,Go to Line,navigation goto text-editing,0,Go to specific line,
Sketch,⌘D,Duplicate Object,design duplication ui-design,0,Duplicate selected object,
Sketch,⌘G,Group Objects,design organization ui-design,0,Group selected objects,
Sketch,⌘⇧G,Ungroup Objects,design organization ui-design,0,Ungroup selected group,
Sketch,⌘⌥C,Copy Object Style,design styling ui-design,0,Copy object style,
Sketch,⌘⌥V,Paste Object Style,design styling ui-design,0,Paste object style,
Sketch,⌘0,Zoom to Fit All Content,design zoom navigation ui-design,0,Zoom to fit all content,
Sketch,⌘1,Zoom to Selection,design zoom navigation ui-design,0,Zoom to selected object,
Sketch,⌘2,Actual Size (100% Zoom),design zoom navigation ui-design,0,Zoom to 100%,
Sketch,⌘⌥1,Toggle Layers Panel,design workspace ui-design,0,Toggle layers panel,
Sketch,⌘⌥2,Toggle Inspector Panel,design workspace ui-design,0,Toggle inspector panel,
Sketch,⌘E,Export Objects,design export ui-design,0,Export selected objects,
Draw.io,⌘N,New Diagram,diagram flowchart design,0,Create new diagram,
Draw.io,⌘O,Open Diagram,diagram file-management,0,Open existing diagram,
Draw.io,⌘S,Save Diagram,diagram file-management,0,Save current diagram,
Draw.io,⌘Z,Undo,editing undo diagram,0,Undo last action,
Draw.io,⌘⇧Z,Redo,editing redo diagram,0,Redo last undone action,
Draw.io,⌘C,Copy Elements,editing clipboard diagram,0,Copy selected elements,
Draw.io,⌘V,Paste Elements,editing clipboard diagram,0,Paste copied elements,
Draw.io,⌘A,Select All,editing selection diagram,0,Select all elements,
Draw.io,⌘G,Group Elements,editing organization diagram,0,Group selected elements,
Draw.io,⌘⇧G,Ungroup Elements,editing organization diagram,0,Ungroup selected group,
Draw.io,⌘⇧],Bring to Front,editing layering diagram,0,Bring element to front,
Draw.io,⌘⇧[,Send to Back,editing layering diagram,0,Send element to back,
Draw.io,⌘+,Zoom In,navigation zoom diagram,0,Zoom in,
Draw.io,⌘-,Zoom Out,navigation zoom diagram,0,Zoom out,
Draw.io,⌘0,Fit Diagram to Page,navigation zoom diagram,0,Fit diagram to page,
Windsurf,⌘⇧P,Open Command Palette,ai-coding command-palette code-editor,0,Open command palette,
Windsurf,⌘S,Save File,ai-coding file-management code-editor,0,Save current file,
Windsurf,⌘F,Find in Current File,ai-coding search code-editor,0,Find in current file,
Windsurf,⌘⇧F,Find Across All Files,ai-coding global-search code-editor,0,Find across all files,
Windsurf,⌘⌥F,Find and Replace,ai-coding search replace code-editor,0,Find and replace,
Windsurf,⇧F12,Find All References,ai-coding navigation code-editor,0,Find all references,
Windsurf,⌘/,Toggle Line Comment,ai-coding commenting code-editor,0,Toggle line comment,
Windsurf,⌘⇧M,Show Problems Panel,ai-coding debugging code-editor,0,Show problems panel,
Windsurf,⌘`,Open Integrated Terminal,ai-coding terminal code-editor,0,Open integrated terminal,
Windsurf,⌘⇧E,Show File Explorer,ai-coding file-management code-editor,0,Show file explorer,
Windsurf,⌘⇧G,Show Source Control,ai-coding git version-control code-editor,0,Show source control,
Windsurf,⌘⇧X,Show Extensions,ai-coding extensions code-editor,0,Show extensions,
Windsurf,⌘⇧D,Show Debug Panel,ai-coding debugging code-editor,0,Show debug panel,
Windsurf,⌘⇧P → Tasks,Run Build/Test Tasks,ai-coding build automation code-editor,0,Run build/test tasks,
Cursor,⌘B,Toggle Sidebar Visibility,code-editor workspace,0,Toggle sidebar visibility,
Cursor,⌘K Z,Enter Distraction-Free Mode,code-editor focus,0,Enter distraction-free mode,
Cursor,⌘\,Split Editor Vertically,code-editor workspace,0,Split editor vertically,
Cursor,⌘W,Close Current Editor Tab,code-editor workspace,0,Close current editor tab,
Cursor,⌘⇧`,Create New Terminal,code-editor terminal,0,Create new terminal,
Cursor,⌘G,Go to Specific Line,code-editor navigation,0,Go to specific line,
Cursor,⌥F12,Peek Definition Inline,code-editor navigation,0,Peek definition inline,
Cursor,⌘T,Show All Symbols in Workspace,code-editor navigation,0,Show all symbols in workspace,
ChatGPT Desktop,Option+Space,Toggle Launcher,launcher quick-access,0,Open/close the main ChatGPT launcher,
Discord,Cmd+Shift+M,Mute/Unmute Microphone,voice communication,0,Mute or unmute microphone during voice chat,
Discord,Cmd+Shift+D,Deafen/Undeafen,voice communication,0,Toggle deafen to stop hearing all audio,
Discord,Cmd+Shift+O,Toggle Camera,video communication,0,Turn camera on/off during video call,
Discord,Cmd+Shift+R,Start Voice Call,calling,0,Start a voice call in current channel/DM,
Messages,Cmd+Shift+A,Archive Conversation,organization,0,Archive the current conversation,
FaceTime,Cmd+Shift+M,Toggle Microphone Mute,voice communication,0,Toggle microphone mute during call,
FaceTime,Cmd+Ctrl+F,Enter/Exit Full Screen,interface,0,Enter/exit full screen mode,
Notion,Cmd+Shift+P,Global Search,search,0,Global search across workspace,
VLC Media Player,Command+f,Toggle Fullscreen,media playback,0,Enter or exit fullscreen mode,
VLC Media Player,Command+=,Faster Playback,media playback,0,Increase playback speed,
VLC Media Player,Command+-,Slower Playback,media playback,0,Decrease playback speed,
VLC Media Player,Command+Right,Next Track,media playback,0,Skip to next media file,
VLC Media Player,Command+Left,Previous Track,media playback,0,Skip to previous media file,
VLC Media Player,Command+.,Stop Playback,media playback,0,Stop playback,
VLC Media Player,Command+Ctrl+Left,Jump Very Short Backward,media navigation,0,Jump backward by very short interval,
VLC Media Player,Command+Ctrl+Right,Jump Very Short Forward,media navigation,0,Jump forward by very short interval,
VLC Media Player,Command+Alt+Left,Jump Short Backward,media navigation,0,Jump backward by short interval,
VLC Media Player,Command+Alt+Right,Jump Short Forward,media navigation,0,Jump forward by short interval,
VLC Media Player,Command+Shift+Left,Jump Medium Backward,media navigation,0,Jump backward by medium interval,
VLC Media Player,Command+Shift+Right,Jump Medium Forward,media navigation,0,Jump forward by medium interval,
VLC Media Player,Command+Shift+Alt+Left,Jump Long Backward,media navigation,0,Jump backward by long interval,
VLC Media Player,Command+Shift+Alt+Right,Jump Long Forward,media navigation,0,Jump forward by long interval,
VLC Media Player,Ctrl+m,Open Disc Menu,media navigation,0,Open disc menu,
VLC Media Player,Ctrl+p,Previous Title,media navigation,0,Go to previous title,
VLC Media Player,Ctrl+n,Next Title,media navigation,0,Go to next title,
VLC Media Player,Ctrl+u,Previous Chapter,media navigation,0,Go to previous chapter,
VLC Media Player,Ctrl+d,Next Chapter,media navigation,0,Go to next chapter,
VLC Media Player,Command+q,Quit VLC Application,application control,0,Exit VLC application,
VLC Media Player,Command+Up,Volume Up,audio control,0,Increase volume,
VLC Media Player,Command+Down,Volume Down,audio control,0,Decrease volume,
VLC Media Player,Command+Alt+Down,Toggle Mute,audio control,0,Toggle mute,
VLC Media Player,Shift+h,Subtitle Sync Mark Audio,subtitle control,0,Mark audio point for subtitle sync,
VLC Media Player,Shift+j,Subtitle Sync Mark Subtitle,subtitle control,0,Mark subtitle point for sync,
VLC Media Player,Shift+k,Subtitle Sync Apply,subtitle control,0,Apply subtitle synchronization,
VLC Media Player,Command+Shift+k,Subtitle Sync Reset,subtitle control,0,Reset subtitle synchronization,
VLC Media Player,Shift+a,Cycle Audio Devices,audio control,0,Cycle through audio devices,
VLC Media Player,Alt+s,Previous Subtitle Track,subtitle control,0,Go to previous subtitle track,
VLC Media Player,Shift+s,Toggle Subtitles,subtitle control,0,Show or hide subtitles,
VLC Media Player,Shift+x,Previous Program/Stream,media navigation,0,Switch to previous program/stream,
VLC Media Player,Alt+o,Increase Video Scale,video control,0,Increase video scale factor,
VLC Media Player,Shift+Alt+o,Decrease Video Scale,video control,0,Decrease video scale factor,
VLC Media Player,Shift+d,Cycle Deinterlacing Modes,video control,0,Cycle deinterlacing modes,
VLC Media Player,Command+Alt+s,Take Screenshot,video control,0,Capture screenshot of video,
VLC Media Player,Command+Shift+r,Start/Stop Recording,media recording,0,Start or stop recording,
VLC Media Player,Shift+z,Unzoom Video,video control,0,Zoom out on video,
VLC Media Player,Alt+i,Crop Video Top,video control,0,Crop video from top,
VLC Media Player,Alt+Shift+i,Uncrop Video Top,video control,0,Remove top cropping,
VLC Media Player,Alt+j,Crop Video Left,video control,0,Crop video from left,
VLC Media Player,Alt+Shift+j,Uncrop Video Left,video control,0,Remove left cropping,
VLC Media Player,Alt+k,Crop Video Bottom,video control,0,Crop video from bottom,
VLC Media Player,Alt+Shift+k,Uncrop Video Bottom,video control,0,Remove bottom cropping,
VLC Media Player,Alt+l,Crop Video Right,video control,0,Crop video from right,
VLC Media Player,Alt+Shift+l,Uncrop Video Right,video control,0,Remove right cropping,
VLC Media Player,Command+z,Toggle Random/Shuffle,playlist control,0,Toggle random/shuffle mode,
VLC Media Player,Shift+l,Toggle Loop Mode,playlist control,0,Toggle loop mode,
VLC Media Player,Command+0,Zoom to 25%,video control,0,Set zoom to 25%,
VLC Media Player,Command+0,Zoom to 50%,video control,0,Set zoom to 50%,
VLC Media Player,Command+1,Zoom to 100%,video control,0,Set zoom to 100%,
VLC Media Player,Command+2,Zoom to 200%,video control,0,Set zoom to 200%,
VLC Media Player,Command+F1,Set Bookmark 1,bookmark control,0,Set bookmark at current position,
VLC Media Player,Command+F2,Set Bookmark 2,bookmark control,0,Set bookmark at current position,
VLC Media Player,Command+F3,Set Bookmark 3,bookmark control,0,Set bookmark at current position,
VLC Media Player,Command+F4,Set Bookmark 4,bookmark control,0,Set bookmark at current position,
VLC Media Player,Command+F5,Set Bookmark 5,bookmark control,0,Set bookmark at current position,
VLC Media Player,Command+F6,Set Bookmark 6,bookmark control,0,Set bookmark at current position,
VLC Media Player,Command+F7,Set Bookmark 7,bookmark control,0,Set bookmark at current position,
VLC Media Player,Command+F8,Set Bookmark 8,bookmark control,0,Set bookmark at current position,
VLC Media Player,Command+0,Reset Subtitle Text Scale,subtitle control,0,Reset subtitle text scale,
VLC Media Player,Command+Mouse Wheel Up,Increase Subtitle Text Size,subtitle control,0,Increase subtitle text size,
VLC Media Player,Command+Mouse Wheel Down,Decrease Subtitle Text Size,subtitle control,0,Decrease subtitle text size,
Chrome,Cmd + Shift + T,Reopen Closed Tab,browser tab-management,0,Reopen recently closed tab,
Chrome,Cmd + Option + Right Arrow,Next Tab,browser tab-navigation,0,Switch to next tab,
Chrome,Cmd + Option + Left Arrow,Previous Tab,browser tab-navigation,0,Switch to previous tab,
Chrome,Cmd + Shift + N,New Incognito Window,browser window-management privacy,0,Open a new incognito window,
Chrome,Cmd + Shift + W,Close Window,browser window-management,0,Close current window,
Chrome,Cmd + Shift + R,Hard Refresh,browser navigation cache,0,Hard refresh (bypass cache),
Chrome,Cmd + Shift + H,Go to Home Page,browser navigation,0,Go to home page,
Chrome,Cmd + Shift + O,Open Bookmarks Manager,browser bookmarks,0,Open bookmarks manager,
Chrome,Cmd + Shift + D,Bookmark All Open Tabs,browser bookmarks,0,Bookmark all open tabs,
Chrome,Cmd + Shift + J,Open Downloads Page,browser downloads,0,Open downloads page,
Chrome,Cmd + Option + I,Open Developer Tools,browser developer-tools,0,Open developer tools,
Chrome,Cmd + Option + J,Open JavaScript Console,browser developer-tools,0,Open JavaScript console,
Chrome,Cmd + Option + U,View Page Source Code,browser developer-tools,0,View page source code,
Chrome,Cmd + Shift + G,Find Previous Occurrence,browser search,0,Find previous occurrence,
Chrome,Shift + Escape,Open Chrome Task Manager,browser system-tools,0,Open Chrome task manager,
Chrome,Cmd + Shift + M,Browse as Guest,browser privacy,0,Browse as guest,
Chrome,Cmd + Control + F,Toggle Full Screen Mode,browser view,0,Toggle full screen mode,
Safari,Cmd + Shift + N,New Private Window,browser window-management privacy,0,Open a new private window,
Safari,Cmd + Option + 2,Show All Browsing History,browser history,0,Show all browsing history,
Safari,Cmd + Option + B,Show Bookmarks,browser bookmarks,0,Show bookmarks,
Safari,Cmd + Shift + D,Add Page to Reading List,browser reading-list,0,Add page to reading list,
Safari,Cmd + Shift + L,Show Reading List Sidebar,browser reading-list,0,Show reading list sidebar,
Safari,Cmd + Option + L,Show Downloads,browser downloads,0,Show downloads,
Safari,Cmd + Option + I,Open Web Inspector,browser developer-tools,0,Open web inspector,
Safari,Cmd + Shift + Backslash,Hide/Show Toolbar,browser view,0,Hide/show toolbar,
Safari,Cmd + Option + 1,Show Top Sites Page,browser navigation,0,Show top sites page,
Safari,Shift + Cmd + Backslash,Show Tab Overview,browser tab-management,0,Show tab overview,
Arc Browser,Cmd + Shift + T,Restore Recently Closed Tab,browser tab-management,0,Restore recently closed tab,
Arc Browser,Cmd + Shift + N,New Little Arc Window,browser window-management,0,Open new Little Arc window,
Arc Browser,Cmd + Shift + D,Open Split View Mode,browser view,0,Open split view mode,
Arc Browser,Cmd + Shift + P,Toggle Picture-in-Picture,browser media,0,Toggle picture-in-picture,
Raycast,Shift-Option-Command-15,Global Launcher,productivity launcher hotkeys,0,Main application launcher shortcut,
Raycast,⌘W,Quick Close Window,productivity window-management,0,Close Raycast window quickly,
Raycast,File Search,Spotlight Alternative,productivity search launcher,0,Enhanced file and application search,
ChatGPT,Shift+Alt+1,Toggle Attached Launcher,ai chatbot launcher attachments,0,Open ChatGPT launcher with attachment options,
Ice,⌃F5,Toggle Always Hidden Section,menu-bar-management,0,Toggle visibility of always hidden menu bar items,
Ice,⌃B,Toggle Hidden Section,menu-bar-management,0,Toggle visibility of hidden menu bar items,
Sidekick AI,Cmd+Shift+I,Toggle Inline Assistant,ai productivity entertainment,0,Toggle the inline AI assistant interface,
Finder,Cmd+Shift+.,Toggle Hidden Files Visibility,file_visibility navigation finder,0,Toggle hidden files visibility,
Finder,Cmd+Shift+N,Create New Folder,file_operations finder folder_creation,0,Create new folder,
Finder,Cmd+Shift+Delete,Empty Trash Completely,trash_management finder cleanup,0,Empty trash completely,
Finder,Cmd+Shift+G,Navigate to Specific Folder Path,navigation finder path_navigation,0,Navigate to specific folder path,
Finder,Cmd+Shift+C,Navigate to Computer View,navigation finder computer_view,0,Navigate to computer view,
Finder,Cmd+Shift+D,Navigate to Desktop Folder,navigation finder desktop,0,Navigate to desktop folder,
Finder,Cmd+Shift+O,Navigate to Documents Folder,navigation finder documents,0,Navigate to documents folder,
Finder,Cmd+Alt+L,Navigate to Downloads Folder,navigation finder downloads,0,Navigate to downloads folder,
Finder,Cmd+Shift+H,Navigate to Home Folder,navigation finder home,0,Navigate to home folder,
Finder,Cmd+Shift+A,Navigate to Applications Folder,navigation finder applications,0,Navigate to applications folder,
Finder,Cmd+Shift+U,Navigate to Utilities Folder,navigation finder utilities,0,Navigate to utilities folder,
Finder,Cmd+Alt+T,Toggle Toolbar Visibility,interface finder toolbar,0,Toggle toolbar visibility,
Finder,Cmd+Alt+P,Toggle Path Bar Visibility,interface finder path_bar,0,Toggle path bar visibility,
macOS,Option-Command-Esc,Force Quit App,macos app-management,0,Force quit an app.,App management
macOS,Command-Tab,App Switcher,macos app-management,0,Switch to the next most recently used app among your open apps.,App management
macOS,Command-F,Find Items/Open Find Window,macos search,0,Find items in a document or open a Find window.,Common Shortcuts
macOS,Command-G,Find Next Occurrence,macos search,0,Find the next occurrence of the item previously found.,Common Shortcuts
macOS,Command-H,Hide Front App Windows,macos window-management,0,Hide the windows of the front app.,Common Shortcuts
macOS,Command-M,Minimize Front Window,macos window-management,0,Minimize the front window to the Dock.,Common Shortcuts
macOS,Command-P,Open Print Dialog,macos printing,0,Open a print dialog so that you can print the current document.,Common Shortcuts
macOS,Command-Q,Quit Current App,macos app-management,0,Quit the current app.,Common Shortcuts
macOS,Command-S,Save Current Document,macos file-management,0,Save the current document.,Common Shortcuts
macOS,Command-T,Open New Tab,macos tab-management,0,Open a new tab.,Common Shortcuts
macOS,Command-W,Close Front Window,macos window-management,0,Close the front window.,Common Shortcuts
macOS,Quick Look Selected Item,Space bar,macos quick-look preview,0,Use Quick Look to preview the selected item.,Common Shortcuts
macOS,Switch App Windows,Command–Grave accent (`),macos app-management window-management,0,Switch between the windows of the app you're using.,Common Shortcuts
macOS,Shift-Command-5,Take Screenshot/Screen Recording,macos screenshot screen-recording,0,Take a screenshot or make a screen recording.,Common Shortcuts
macOS,Shift-Command-N,Create New Empty Folder (Finder),finder file-management,0,Create a new empty folder in the Finder.,Common Shortcuts
macOS,Control-Command-N,Create New Folder with Selected Items,finder file-management,0,Create a new folder that contains the currently selected items.,Common Shortcuts
macOS,Fn-Q,Create Quick Note,macos notes quick-note,0,Create a Quick Note.,Common Shortcuts
macOS,Command-D,Duplicate Selected Files,finder file-management,0,Duplicate the selected files.,Finder & System
macOS,Command-E,Eject Disk/Volume,finder file-management,0,Eject the selected disk or volume.,Finder & System
macOS,Command-F,Start Spotlight Search (Finder),finder search,0,Start a Spotlight search in the Finder window.,Finder & System
macOS,Command-I,Show Get Info Window,finder file-info,0,Show the Get Info window for a selected file.,Finder & System
macOS,Command-R,Show Original File (Alias),finder alias,0,When an alias is selected in the Finder: show the original file for the selected alias.,Finder & System
macOS,Shift-Command-C,Open Computer Window,finder navigation,0,Open the Computer window.,Finder & System
macOS,Shift-Command-D,Open Desktop Folder,finder navigation,0,Open the desktop folder.,Finder & System
macOS,Shift-Command-G,Open Go to Folder Window,finder navigation,0,Open a Go to Folder window.,Finder & System
macOS,Shift-Command-H,Open Home Folder,finder navigation,0,Open the Home folder of the current macOS user account.,Finder & System
macOS,Shift-Command-I,Open iCloud Drive,finder navigation,0,Open iCloud Drive.,Finder & System
macOS,Shift-Command-K,Open Network Window,finder navigation,0,Open the Network window.,Finder & System
macOS,Option-Command-L,Open Downloads Folder,finder navigation,0,Open the Downloads folder.,Finder & System
macOS,Shift-Command-O,Open Documents Folder,finder navigation,0,Open the Documents folder.,Finder & System
macOS,Shift-Command-P,Show/Hide Preview Pane (Finder),finder display,0,Show or hide the Preview pane in Finder windows.,Finder & System
macOS,Shift-Command-R,Open AirDrop Window,finder airdrop,0,Open the AirDrop window.,Finder & System
macOS,Shift-Command-T,Show/Hide Tab Bar (Finder),finder display,0,Show or hide the tab bar in Finder windows.,Finder & System
macOS,Control-Shift-Command-T,Add Finder Item to Dock,finder dock,0,Add selected Finder item to the Dock (OS X Mavericks or later).,Finder & System
macOS,Control-Shift,Toggle Dock Magnification,macos dock,0,Press and hold while accessing the Dock to use or stop using Dock magnification.,Finder & System
macOS,Shift-Command-U,Open Utilities Folder,finder navigation,0,Open the Utilities folder.,Finder & System
